594,Glass,Blown pattern-molded non-lead glass
595,Glass,Blown pattern-molded colorless and blue glass
596,Glass,Blown pattern-molded lead colorless and blue glass
597,Ceramics,"Earthenware, gaudy dutch"
598,Glass,Blown satin red with white opaque glass
599,Glass,Lacy pressed blue and opaque blue glass
600,Glass,Lacy pressed opalescent glass
601,Glass,Blown molded blue glass
602,Glass,Pressed amber glass
603,Glass,Pressed colorless and opaque cranberry glass
604,Glass,Pressed cranberry and colorless glass
605,Glass,Blown peachblow glass
606,Silver,"Silver, silver-gilt and enamel"
607,Drawings,"Watercolor, gum arabic, and iron gall ink on off-white wove
n paper"
608,Drawings,Watercolor on white paper
609,Glass,Blown satin amber and colorless glass
610,Ceramics,"Porcelain (soft-paste), transfer-printed"
611,Ceramics,"Earthenware, spatterware"
612,Glass,Lacy pressed green glass
613,Ceramics,"Porcelain, transfer-printed"
614,Silver,"Amboyna wood, silver, mother-of-pearl, and turquoise"
615,Silver,"Silver, glass"
616,Paintings,Watercolor on ivory
617,Glass,glass
618,Furniture,"Pine, maple"
619,Furniture,"Oak, pine, maple, walnut"
620,Furniture,"Oak, maple, chestnut, tulip poplar"
621,Furniture,"Red oak, white pine, white cedar, red cedar, black walnut, soft maple"
622,Furniture,"White oak, red oak, chestnut, hickory, red cedar,
cedar"
623,Furniture,"Oak, walnut, chestnut, cedar, maple"
624,Furniture,"Mahogany, glass"
625,Glass,"Lacy pressed glass, brass"
626,Metal,"Brass, glass, wood"
627,Metal,Gilt metal
628,Metal,"Brass, gilded alloy"
629,Furniture,"Wood, plaster"
630,Natural Substances,Wood; Pine
631,Metal,"Brass, opaque white glass"
632,Glass,"Blown, cut, and engraved glass; silver"
633,Silver,"Silver, silver gilt"
634,Furniture,"Black walnut, ash, white pine, poplar"
635,Furniture,"Walnut, pine"
636,Furniture,"Birch, basswood, pine, maple"
637,Furniture,"Cherry, brass, leather"
638,Furniture,"Oak, poplar, copper"
639,Furniture,"Mahogany, chestnut, white pine, yellow pine,
tulip poplar, cedar"
640,Furniture,"Mahogany, yellow pine, red cedar, white oak, tulip poplar"
641,Furniture,"Mahogany, satinwood, holly, verre églomisé with cedar, pine"
642,Furniture,"Walnut, maple, white pine, yellow pine"
643,Furniture,"Mahogany, satinwood, ebony with white pine, cedar"
644,Furniture,"Mahogany, mahogany and satinwood
veneers with white and yellow pine,
yellow poplar, cedar"
645,Furniture,"Mahogany, satinwood, maple, verre églomisé
with cedar"
646,Furniture,"Mahogany, mahogany veneer, satinwood with white pine"
647,Furniture,"Mahogany, satinwood veneer with white pine,
yellow poplar"
648,Furniture,Mahogany and white pine
649,Furniture,"Rosewood, satinwood, poplar, pine, walnut"
